   0.0000,   0.0000,   0.8165,   0.0000,   1.0001,   0.0000,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,   1.0000,   0.8160,   0.0002,   0.9995,   0.0003,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,   2.0000,   0.8144,   0.0009,   0.9980,   0.0012,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,   3.0000,   0.8117,   0.0019,   0.9955,   0.0027,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,   4.0000,   0.8079,   0.0034,   0.9919,   0.0049,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,   5.0000,   0.8031,   0.0053,   0.9874,   0.0076,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,   6.0000,   0.7972,   0.0077,   0.9818,   0.0108,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,   7.0000,   0.7904,   0.0104,   0.9754,   0.0147,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,   8.0000,   0.7825,   0.0135,   0.9679,   0.0191,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,   9.0000,   0.7737,   0.0170,   0.9596,   0.0241,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  10.0000,   0.7640,   0.0209,   0.9505,   0.0296,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  11.0000,   0.7534,   0.0251,   0.9404,   0.0355,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  12.0000,   0.7419,   0.0297,   0.9296,   0.0420,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  13.0000,   0.7296,   0.0346,   0.9181,   0.0489,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  14.0000,   0.7166,   0.0398,   0.9058,   0.0563,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  15.0000,   0.7028,   0.0453,   0.8928,   0.0641,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  16.0000,   0.6884,   0.0511,   0.8792,   0.0723,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  17.0000,   0.6733,   0.0572,   0.8651,   0.0809,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  18.0000,   0.6577,   0.0635,   0.8504,   0.0898,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  19.0000,   0.6415,   0.0700,   0.8352,   0.0990,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  20.0000,   0.6249,   0.0768,   0.8196,   0.1086,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  21.0000,   0.6078,   0.0837,   0.8036,   0.1184,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  22.0000,   0.5904,   0.0909,   0.7873,   0.1285,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  23.0000,   0.5726,   0.0982,   0.7707,   0.1389,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  24.0000,   0.5545,   0.1057,   0.7539,   0.1494,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  25.0000,   0.5362,   0.1133,   0.7369,   0.1602,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  26.0000,   0.5178,   0.1211,   0.7197,   0.1712,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  27.0000,   0.4991,   0.1290,   0.7025,   0.1824,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  28.0000,   0.4804,   0.1370,   0.6852,   0.1937,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  29.0000,   0.4615,   0.1451,   0.6679,   0.2052,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  30.0000,   0.4426,   0.1533,   0.6505,   0.2168,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  31.0000,   0.4237,   0.1617,   0.6333,   0.2286,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  32.0000,   0.4048,   0.1701,   0.6160,   0.2405,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  33.0000,   0.3859,   0.1786,   0.5989,   0.2526,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  34.0000,   0.3670,   0.1872,   0.5819,   0.2647,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  35.0000,   0.3482,   0.1959,   0.5650,   0.2770,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  36.0000,   0.3295,   0.2046,   0.5483,   0.2894,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  37.0000,   0.3109,   0.2135,   0.5317,   0.3019,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  38.0000,   0.2923,   0.2224,   0.5153,   0.3145,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  39.0000,   0.2739,   0.2314,   0.4990,   0.3272,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  40.0000,   0.2555,   0.2405,   0.4830,   0.3401,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  41.0000,   0.2373,   0.2496,   0.4671,   0.3530,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  42.0000,   0.2192,   0.2588,   0.4515,   0.3660,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  43.0000,   0.2012,   0.2681,   0.4360,   0.3791,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  44.0000,   0.1834,   0.2774,   0.4207,   0.3924,   5.0000,   0.0000,   0.0000,   0.0000
   0.0000,  45.0000,   0.1656,   0.2869,   0.4057,   0.4057,   5.0000,   0.0000,   0.0000,   0.0000
   1.0000,   0.0000,   0.8118,   0.0124,   1.0030,   0.0175,   5.0000,   0.0000,   0.0000,   0.0000
